staff_name,role,specialty,year,week,hours_worked
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2022,20,4
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2022,21,29
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2022,22,11
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2022,23,37
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2022,24,19
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2022,25,25
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2022,26,22
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2022,27,31
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2022,28,13
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2022,29,34
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2022,30,32
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2022,31,37
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2022,32,10
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2022,33,32
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2022,34,16
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2022,35,34
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2022,36,13
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2022,37,37
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2022,38,32
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2022,39,14
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2022,40,22
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2022,41,29
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2022,42,30
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2022,43,4
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2022,44,34
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2022,45,7
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2022,46,18
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2022,47,30
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2022,48,4
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2022,49,13
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2022,50,29
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2022,51,8
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2023,52,8
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2023,1,14
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2023,2,8
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2023,3,10
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2023,4,20
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2023,5,14
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2023,6,22
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2023,7,32
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2023,8,5
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2023,9,29
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2023,10,37
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2023,11,35
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2023,12,14
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2023,13,17
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2023,14,13
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2023,15,5
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2023,16,35
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2023,17,22
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2023,18,16
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2023,19,11
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2023,20,32
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2023,21,32
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2023,22,22
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2023,23,14
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2023,24,4
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2023,25,10
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2023,26,26
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2023,27,32
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2023,28,19
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2023,29,30
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2023,30,38
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2023,31,30
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2023,32,13
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2023,33,17
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2023,34,32
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2023,35,20
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2023,36,35
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2023,37,17
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2023,38,36
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2023,39,37
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2023,40,7
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2023,41,8
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2023,42,22
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2023,43,26
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2023,44,36
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2023,45,22
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2023,46,12
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2023,47,14
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2023,48,38
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2023,49,24
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2023,50,29
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2023,51,14
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2024,1,11
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2024,2,23
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2024,3,6
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2024,4,19
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2024,5,7
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2024,6,38
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2024,7,28
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2024,8,25
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2024,9,7
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2024,10,14
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2024,11,11
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2024,12,31
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2024,13,7
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2024,14,22
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2024,15,29
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2024,16,25
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2024,17,24
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2024,18,36
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2024,19,7
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2024,20,18
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2024,21,30
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2024,22,6
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2024,23,35
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2024,24,14
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2024,25,11
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2024,26,22
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2024,27,16
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2024,28,22
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2024,29,13
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2024,30,28
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2024,31,19
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2024,32,32
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2024,33,29
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2024,34,29
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2024,35,13
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2024,36,32
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2024,37,17
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2024,38,18
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2024,39,7
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2024,40,31
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2024,41,19
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2024,42,24
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2024,43,5
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2024,44,28
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2024,45,35
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2024,46,12
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2024,47,16
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2024,48,24
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2024,49,11
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2024,50,8
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2024,51,5
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2024,52,8
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2025,1,16
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2025,2,38
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2025,3,17
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2025,4,35
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2025,5,23
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2025,6,34
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2025,7,6
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2025,8,34
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2025,9,29
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2025,10,34
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2025,11,7
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2025,12,28
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2025,13,24
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2025,14,8
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2025,15,11
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2025,16,34
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2025,17,23
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2025,18,23
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2025,19,18
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2025,20,35
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2025,21,14
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2025,22,5
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2025,23,8
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2025,24,8
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2025,25,31
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2025,26,30
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2025,27,23
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2025,28,34
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2025,29,34
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2025,30,18
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2025,31,16
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2025,32,38
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2025,33,14
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2025,34,35
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2025,35,6
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2025,36,13
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2025,37,8
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2025,38,13
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2025,39,36
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2025,40,4
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2025,41,25
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2025,42,31
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2025,43,12
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2025,44,38
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2025,45,34
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2025,46,30
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2025,47,35
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2025,48,35
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2025,49,17
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2025,50,16
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2025,51,13
Dr. Sofia Mendoza,Registrar,Emergency Medicine,2025,52,22
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2020,1,31
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2020,2,4
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2020,3,25
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2020,4,16
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2020,5,19
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2020,6,10
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2020,7,28
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2020,8,31
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2020,9,34
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2020,10,34
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2020,11,32
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2020,12,31
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2020,13,5
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2020,14,5
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2020,15,12
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2020,16,28
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2020,17,38
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2020,18,5
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2020,19,35
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2020,20,30
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2020,21,38
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2020,22,14
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2020,23,6
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2020,24,14
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2020,25,22
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2020,26,38
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2020,27,10
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2020,28,22
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2020,29,6
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2020,30,26
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2020,31,29
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2020,32,8
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2020,33,25
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2020,34,20
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2020,35,6
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2020,36,35
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2020,37,29
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2020,38,37
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2020,39,23
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2020,40,36
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2020,41,35
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2020,42,16
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2020,43,24
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2020,44,17
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2020,45,8
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2020,46,29
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2020,47,4
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2020,48,32
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2020,49,30
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2020,50,31
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2020,51,16
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2020,52,19
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2020,53,25
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2021,53,14
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2021,1,24
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2021,2,28
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2021,3,5
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2021,4,12
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2021,5,5
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2021,6,4
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2021,7,37
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2021,8,7
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2021,9,16
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2021,10,12
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2021,11,16
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2021,12,7
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2021,13,30
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2021,14,8
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2021,15,38
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2021,16,12
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2021,17,20
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2021,18,35
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2021,19,14
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2021,20,17
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2021,21,10
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2021,22,31
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2021,23,20
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2021,24,36
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2021,25,7
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2021,26,12
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2021,27,30
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2021,28,35
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2021,29,26
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2021,30,13
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2021,31,26
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2021,32,37
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2021,33,28
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2021,34,37
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2021,35,8
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2021,36,29
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2021,37,5
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2021,38,7
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2021,39,12
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2021,40,23
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2021,41,19
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2021,42,8
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2021,43,13
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2021,44,22
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2021,45,11
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2021,46,12
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2021,47,11
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2021,48,32
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2021,49,8
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2021,50,22
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2021,51,13
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2021,52,14
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2022,52,14
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2022,1,28
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2022,2,30
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2022,3,32
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2022,4,18
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2022,5,17
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2022,6,26
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2022,7,32
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2022,8,13
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2022,9,14
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2022,10,32
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2022,11,11
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2022,12,11
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2022,13,36
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2022,14,34
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2022,15,6
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2022,16,6
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2022,17,6
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2022,18,26
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2022,19,5
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2022,20,24
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2022,21,26
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2022,22,22
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2022,23,18
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2022,24,28
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2022,25,37
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2022,26,20
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2022,27,30
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2022,28,18
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2022,29,17
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2022,30,28
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2022,31,12
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2022,32,7
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2022,33,37
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2022,34,4
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2022,35,29
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2022,36,26
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2022,37,10
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2022,38,28
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2022,39,14
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2022,40,34
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2022,41,26
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2022,42,13
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2022,43,8
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2022,44,18
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2022,45,5
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2022,46,35
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2022,47,11
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2022,48,24
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2022,49,8
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2022,50,31
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2022,51,16
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2023,52,19
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2023,1,26
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2023,2,18
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2023,3,12
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2023,4,38
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2023,5,7
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2023,6,29
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2023,7,22
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2023,8,11
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2023,9,28
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2023,10,12
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2023,11,8
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2023,12,20
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2023,13,7
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2023,14,31
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2023,15,7
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2023,16,13
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2023,17,22
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2023,18,20
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2023,19,18
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2023,20,19
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2023,21,16
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2023,22,16
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2023,23,31
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2023,24,5
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2023,25,23
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2023,26,7
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2023,27,11
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2023,28,20
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2023,29,34
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2023,30,28
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2023,31,26
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2023,32,19
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2023,33,36
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2023,34,10
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2023,35,7
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2023,36,16
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2023,37,6
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2023,38,34
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2023,39,6
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2023,40,29
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2023,41,14
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2023,42,11
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2023,43,10
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2023,44,38
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2023,45,5
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2023,46,32
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2023,47,18
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2023,48,34
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2023,49,12
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2023,50,17
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2023,51,5
Dr. Mohammed Hassan,Registrar,Emergency Medicine,2024,1,32
